Paper_ID,Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO.1,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Included in text?,Hazard_type,Scale,Country,Study_area,Method_category,Method,Specific_methods,Data,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign.1,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,Unnamed: 88,Scale_Label
906,J,"Fan, Xuanmei; Yang, Fan; Siva Subramanian, Srikrishnan; Xu, Qiang; Feng, Zetao; Mavrouli, Olga; Peng, Ming; Ouyang, Chaojun; Jansen, John D.; Huang, Runqiu",,,,"Fan, Yang/JLS-0653-2023; Ouyang, Chaojun/T-6518-2019; Subramanian, Srikrishnan/O-8753-2019; Xu, Qiang/AAE-3255-2022; Siva Subramanian, Srikrishnan/O-6437-2017; Fan, Xuanmei/C-5219-2015; Feng, Zetao/JBJ-9653-2023; Peng, Ming/KBQ-1274-2024; Mavrouli, Olga/J-2755-2017","Yang, Fan/0000-0002-2313-6600; Siva Subramanian, Srikrishnan/0000-0003-4004-0894; Jansen, John D/0000-0002-0669-5101; Peng, Ming/0000-0001-9134-4391; Xu, Qiang/0009-0004-8413-5662; Mavrouli, Olga/0000-0003-1909-6113",,,,,"Prediction of a multi-hazard chain by an integrated numerical simulation approach: the Baige landslide, Jinsha River, China",,,,,,,,LANDSLIDES,,,,17.0,1,,,147,164,,,,10.1007/s10346-019-01313-5,,,,,,,Article,JAN 2020,2020,"Successive major landslides during October and November 2018 in Baige village, eastern Tibet, dammed the Jinsha River on two occasions, and the subsequent dam breaches instigated a multi-hazard chain that flooded many towns downstream. Analysis of high-resolution aerial images and field investigations unveiled three potentially unstable rock mass clusters in the source area of the landslides, suggesting possible future failures with potential for river-damming and flooding. In order to evaluate and understand the disaster chain effect linked to the potentially unstable rock mass, we systematically studied the multi-hazard scenarios through an integrated numerical modelling approach. Our model begins with an evaluation of the probability of landslide failure, including runout and river damming, and then addresses the dam breach and resultant flood-hence simulating and visualising an entire disaster chain. The model parameters were calibrated using empirical data from the two Baige landslides. Then, we predict the future cascading hazards via seven scenarios according to all possible combinations of potential rock mass failure. For each scenario, the landslide runouts, dam-breaching, and flooding are numerically simulated with full consideration of uncertainties among the model input parameters. The maximum dam breach flood extent, depth, velocity, and peak arrival time are predicted at sequential sites downstream. As a first attempt to simulate the full spectrum of a landslide-induced multi-hazard chain, our study provides insights and substantiates the value provided by multi-hazard modelling. The integrated approach described here can be applied to similar landslide-induced chains of hazards in other regions.",,landslide-dam-breaching-flood,Community,China,Baige village,Physics-based methods,Landslide model | Hydrodynamic model,MassFlow | HEC-RAS,,,,,,,,,,146,29,0,0,11,0,170,32,350,1612-510X,1612-5118,,,,,,,,,,,,,,2020-02-25,WOS:000512067600011,,,Community-scale
915,J,"Zhou, Sha; Zhang, Yao; Williams, A. Park; Gentine, Pierre",,,,"Zhang, Yao/P-2009-2015; Williams, Park/IQU-0801-2023; Zhou, Sha/ISB-6953-2023; Zhou, Sha/N-7843-2014; Willia, Park/IQU-0801-2023; Gentine, Pierre/C-1495-2013","Zhang, Yao/0000-0002-7468-2409; Zhou, Sha/0000-0001-7161-5959; Willia, Park/0000-0001-8176-8166; Gentine, Pierre/0000-0002-0845-8345",,,,,"Projected increases in intensity, frequency, and terrestrial carbon costs of compound drought and aridity events",,,,,,,,SCIENCE ADVANCES,,,,5.0,1,,,,,eaau5740,,,10.1126/sciadv.aau5740,,,,,,,Article,JAN 2019,2019,"Drought and atmospheric aridity pose large risks to ecosystem services and agricultural production. However, these factors are seldom assessed together as compound events, although they often occur simultaneously. Drought stress on terrestrial carbon uptake is characterized by soil moisture (SM) deficit and high vapor pressure deficit (VPD). We used in situ observations and 15 Earth system models to show that compound events with very high VPD and low SM occur more frequently than expected if these events were independent. These compound events are projected to become more frequent and more extreme and exert increasingly negative effects on continental productivity. Models project intensified negative effects of high VPD and low SM on vegetation productivity, with the intensification of SM exceeding those of VPD in the Northern Hemisphere. These results highlight the importance of compound extreme events and their threats for the capability of continents to act as a carbon sink.",,drought-atmospheric aridity,Global,Global,Global,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,337,21,0,0,171,0,372,30,466,2375-2548,,,,,,,,,,,,,,,2019-02-15,WOS:000457547900061,30746452.0,,Global-scale
923,J,"Parker, Kai; Hill, David; Garcia-Medina, Gabriel; Beamer, Jordan",,,,,"Parker, Kai/0000-0002-0268-3891; García Medina, Gabriel/0000-0002-1510-3155",,,,,The effects of changing climate on estuarine water levels: a United States Pacific Northwest case study,,,,,,,,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,,,19.0,8,,,1601,1618,,,,10.5194/nhess-19-1601-2019,,,,,,,Article,AUG 5 2019,2019,"Climate change impacts on extreme water levels (WLs) at two United States Pacific Northwest estuaries are investigated using a multicomponent process-based modeling framework. The integrated impact of climate change on estuarine forcing is considered using a series of sub-models that track changes to oceanic, atmospheric, and hydrologic controls on hydrodynamics. This modeling framework is run at decadal scales for historic (1979-1999) and future (2041-2070) periods with changes to extreme WLs quantified across the two study sites. It is found that there is spatial variability in extreme WLs at both study sites with all recurrence interval events increasing with further distance into the estuary. This spatial variability is found to increase for the 100-year event moving into the future. It is found that the full effect of sea level rise is mitigated by a decrease in forcing. Short-recurrence-interval events are less buffered and therefore more impacted by sea level rise than higher-return-interval events. Finally, results show that annual extremes at the study sites are defined by compound events with a variety of forcing contributing to high WLs.",,compound flood,Regional,US,"US PNW estuaries, Coos and Tillamook bays",Physics-based methods,Wave model | Hydrological model,WAVEWATCH III v3.14 (WW3) | MicroMet–SnowModel–HydroFlow suite,,,,,,,,,,1,0,0,0,0,0,1,0,8,1561-8633,1684-9981,,,,,,,,,,,,,,2019-08-13,WOS:000478754400001,,,Regional-scale
926,J,"Cheng, Linyin; Hoerling, Martin; Liu, Zhiyong; Eischeid, Jon",,,,"Liu, Zhiyong/AFZ-2716-2022","Liu, Zhiyong/0000-0002-6930-5879",,,,,Physical Understanding of Human-Induced Changes in US Hot Droughts Using Equilibrium Climate Simulations,,,,,,,,JOURNAL OF CLIMATE,,,,32.0,14,,,4431,4443,,,,10.1175/JCLI-D-18-0611.1,,,,,,,Article,JUL 2019,2019,"Although the link between droughts and heat waves is widely recognized, how climate change affects this link remains uncertain. Here we assess how, and by how much, human-induced climate change affects summertime hot drought compound events over the contiguous United States. Results are derived by comparing hot drought statistics in long simulations of a coupled climate model (CESM1) subjected to year-1850 and year-2000 radiative forcings. Within each climate state, a strong and nonlinear dependency of heat-wave intensity on drought severity is found in water-limited regions of the southern Great Plains and southwestern United States whereas heat-wave intensity is found to be insensitive to drought severity in energy-limited regions of the northern and/or northeastern United States. Applying a statistical model that is based on pair-copula constructions, we find that anthropogenic warming leads to enhanced soil moisture-temperature coupling in water-limited areas of the southern Great Plains and/or southwestern United States and consequently amplifies the intensity of extreme heat waves during severe droughts. This strengthened coupling accounts for a substantial fraction of rising temperature extremes related to the long-term climate change in CESM1, highlighting the importance of changes in land-atmosphere feedback in a warmer climate. In contrast, coupling effects remain weak and largely unchanged in energy-limited regions, thereby yielding no appreciable contribution to heat-wave intensification over the northern and/or northeastern United States apart from the long-term warming effects.",,hot-drought,Regional,US,US,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,42,2,0,0,9,0,49,0,54,0894-8755,1520-0442,,,,,,,,,,,,,,2019-07-09,WOS:000472652400004,,,Regional-scale
927,J,"Serafin, Katherine A.; Ruggiero, Peter; Parker, Kai; Hill, David F.",,,,"; Serafin, Katherine/ABG-3495-2020","Ruggiero, Peter/0000-0001-7425-9953; Parker, Kai/0000-0002-0268-3891; Serafin, Katherine/0000-0002-4127-9787;",,,,,What's streamflow got to do with it? A probabilistic simulation of the competing oceanographic and fluvial processes driving extreme along-river water levels,,,,,,,,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,,,19.0,7,,,1415,1431,,,,10.5194/nhess-19-1415-2019,,,,,,,Article,JUL 16 2019,2019,"Extreme water levels generating flooding in estuarine and coastal environments are often driven by compound events, where many individual processes such as waves, storm surge, streamflow, and tides coincide. Despite this, extreme water levels are typically modeled in isolated open-coast or estuarine environments, potentially mischaracterizing the true risk of flooding facing coastal communities. This paper explores the variability of extreme water levels near the tribal community of La Push, within the Quileute Indian Reservation on the Washington state coast, where a river signal is apparent in tide gauge measurements during high-discharge events. To estimate the influence of multiple forcings on high water levels a hybrid modeling framework is developed, where probabilistic simulations of joint still water level and river discharge occurrences are merged with a hydraulic model that simulates along-river water levels. This methodology produces along-river water levels from thousands of combinations of events not necessarily captured in the observational records. We show that the 100-year still water level event and the 100-year discharge event do not always produce the 100-year along-river water level. Furthermore, along specific sections of river, both still water level and discharge are necessary for producing the 100-year along-river water level. Understanding the relative forcing driving extreme water levels along an ocean-to-river gradient will help communities within inlets better understand their risk to the compounding impacts of various environmental forcing, which is important for increasing their resilience to future flooding events.",1 Surrogate models are generated from the hydraulic model simulations and used to extract along-river water levels for each probabilistic joint occurrence of SWL and river discharge in a computationally efficient manner.,compound flood,Regional,US,Quillayute River,Hybrid methods,Hydraulic model | Surrogate model,HEC-RAS | surrogate model,,,,,,,,,,53,0,0,0,8,0,60,0,9,1561-8633,,,,,,,,,,,,,,,2019-08-02,WOS:000475620600001,,,Regional-scale
939,J,"Ganguli, Poulomi; Merz, Bruno",,,,,"Merz, Bruno/0000-0002-5992-1440; Ganguli, Poulomi/0000-0002-2372-1121",,,,,Trends in Compound Flooding in Northwestern Europe During 1901-2014,,,,,,,,GEOPHYSICAL RESEARCH LETTERS,,,,46.0,19,,,10810,10820,,,,10.1029/2019GL084220,,,,,,,Article,OCT 16 2019,2019,"We analyze trends in compound flooding resulting from high coastal water levels (HCWLs) and peak river discharge over northwestern Europe during 1901-2014. Compound peak discharge associated with 37 stream gauges with at least 70 years of record availability near the North and Baltic Sea coasts is used. Compound flooding is assessed using a newly developed index, compound hazard ratio, that compares the severity of river flooding associated with HCWL with the at-site, T-year (a flood with 1/T chance of being exceeded in any given year) fluvial peak discharge. Our findings suggest a spatially coherent pattern in the dependence between HCWL and river peaks and in compound flood magnitudes and frequency. For higher return levels, we find upward trends in compound hazard ratio frequency at midlatitudes (gauges from 47 degrees N to 60 degrees N) and downward trends along the high latitude (>60 degrees N) regions of northwestern Europe.Plain Language Summary Compound floods in delta areas, that is, the co-occurrence of high coastal water levels (HCWLs) and high river discharge, are a particular challenge for disaster management. Such events are caused by two distinct mechanisms: (1) HCWLs may affect river flows and water levels by backwater effects or by reversing the seaward flow of rivers, particularly in regions with elevation less than 10 m in northwestern Europe. (2) The correlation between HCWL and river flow peaks may also stem from a common meteorological driver. Severe storm periods may be associated with high winds leading to storm surges, and at the same time with high precipitation followed by inland flooding. Understanding the historical trends in compound flooding, owing to changes in relative sea levels, in river flooding and in the dependence between these two drivers, is essential for projecting future changes and disaster management. The risk assessment frameworks are often limited to assessing flood risk from a single driver only. We present a new approach to assess compound flood severity resulting from extreme coastal water level and peak river discharge. We find upward trends in compound flooding for midlatitude regions and downward trends for high latitudes in northwestern Europe.",,compound flood,Regional,Regional,Northwestern Europe,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,49,1,0,0,7,0,56,4,80,0094-8276,1944-8007,,,,,,,,,,,,,,2019-12-30,WOS:000492987700013,,,Regional-scale
945,J,"Ganguli, Poulomi; Merz, Bruno",,,,,"Ganguli, Poulomi/0000-0002-2372-1121; Merz, Bruno/0000-0002-5992-1440",,,,,Extreme Coastal Water Levels Exacerbate Fluvial Flood Hazards in Northwestern Europe,,,,,,,,SCIENTIFIC REPORTS,,,,9.0,,,,,,13165,,,10.1038/s41598-019-49822-6,,,,,,,Article,SEP 11 2019,2019,"Compound flooding, such as the co-occurrence of fluvial floods and extreme coastal water levels (CWL), may lead to significant impacts in densely-populated Low Elevation Coastal Zones. They may overstrain disaster management owing to the co-occurrence of inundation from rivers and the sea. Recent studies are limited by analyzing joint dependence between river discharge and either CWL or storm surges, and little is known about return levels of compound flooding, accounting for the covariance between drivers. Here, we assess the compound flood severity and identify hotspots for northwestern Europe during 1970-2014, using a newly developed Compound Hazard Ratio (CHR) that compares the severity of compound flooding associated with extreme CWL with the unconditional T-year fluvial peak discharge. We show that extreme CWL and stronger storms greatly amplify fluvial flood hazards. Our results, based on frequency analyses of observational records during 2013/2014's winter storm Xaver, reveal that the river discharge of the 50-year compound flood is up to 70% larger, conditioned on the occurrence of extreme CWL, than that of the at-site peak discharge. For this event, nearly half of the stream gauges show increased flood hazards, demonstrating the importance of including the compounding effect of extreme CWL in river flood risk management.",,compound flood,Regional,Regional,Northwestern Europe,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,72,1,0,0,11,0,79,1,30,2045-2322,,,,,,,,,,,,,,,2019-09-30,WOS:000485216300008,31511605.0,,Regional-scale
950,J,"Zhang, Junxi; Gao, Yang; Luo, Kun; Leung, L. Ruby; Zhang, Yang; Wang, Kai; Fan, Jianren",,,,"Leung, Ruby/F-9276-2018; Zhang, Yang/MYR-2210-2025; Leung, L./F-9276-2018; Wang, Kai/AAT-3039-2020; Luo, Kun/A-8039-2012; Gao, Yang/AAB-1469-2019; luo, kun/A-8039-2012","Leung, Ruby/0000-0002-3221-9467; Zhang, Junxi/0000-0002-3221-5271; Luo, Kun/0000-0003-3644-9400; Gao, Yang/0000-0001-6444-6544;",,,,,Impacts of compound extreme weather events on ozone in the present and future,,,,,,,,ATMOSPHERIC CHEMISTRY AND PHYSICS,,,,18.0,13,,,9861,9877,,,,10.5194/acp-18-9861-2018,,,,,,,Article,JUL 13 2018,2018,"The Weather Research and Forecasting model coupled with Chemistry (WRF-Chem) was used to study the effect of extreme weather events on ozone in the US for historical (2001-2010) and future (2046-2055) periods under the RCP8.5 scenario. During extreme weather events, including heat waves, atmospheric stagnation, and their compound events, ozone concentration is much higher compared to the non-extreme events period. A striking enhancement of effect during compound events is revealed when heat wave and stagnation occur simultaneously as both high temperature and low wind speed promote the production of high ozone concentrations. In regions with high emissions, compound extreme events can shift the high-end tails of the probability density functions (PDFs) of ozone to even higher values to generate extreme ozone episodes. In regions with low emissions, extreme events can still increase high-ozone frequency but the high-end tails of the PDFs are constrained by the low emissions. Despite the large anthropogenic emission reduction projected for the future, compound events increase ozone more than the single events by 10 to 13 %, comparable to the present, and high-ozone episodes with a maximum daily 8 h average (MDA8) ozone concentration over 70 ppbv are not eliminated. Using the CMIP5 multi-model ensemble, the frequency of compound events is found to increase more dominantly compared to the increased frequency of single events in the future over the US, Europe, and China. High-ozone episodes will likely continue in the future due to in-creases in both frequency and intensity of extreme events, despite reductions in anthropogenic emissions of its precursors. However, the latter could reduce or eliminate extreme ozone episodes; thus improving projections of compound events and their impacts on extreme ozone may better constrain future projections of extreme ozone episodes that have detrimental effects on human health.",,"heat waves, atmospheric stagnation, and their compound events, ozone concentration",Regional,US,US,Physics-based methods,Atmospheric model,WRF-Chem v3.6.1,,,,,,,,,,73,6,0,0,33,0,84,7,191,1680-7316,1680-7324,,,,,,,,,,,,,,2018-07-13,WOS:000438536200001,,,Regional-scale
951,J,"Ai, Ping; Yuan, Dingbo; Xiong, Chuansheng",,,,"; AI, Pengfei/G-1443-2015","xiong, chuansheng/0000-0002-9558-1965;",,,,,"Copula-Based Joint Probability Analysis of Compound Floods from Rainstorm and Typhoon Surge: A Case Study of Jiangsu Coastal Areas, China",,,,,,,,SUSTAINABILITY,,,,10.0,7,,,,,2232,,,10.3390/su10072232,,,,,,,Article,JUL 2018,2018,"Coastal areas are vulnerable to floods caused by rainstorms and typhoons. It is necessary to ascertain the risk of floods caused by both of these extreme weather events. A conceptual risk model is proposed to evaluate the rainstorm risk, typhoon surge risk, and the compound risk in the coastal areas of Jiangsu Province during the period of 1960-2012. The results of the model show that the typhoon surge risk in the study region is greater than the rainstorm risk. Three Archimedean copulas were used to fit the joint probability distributions of the compound events. The Frank copula and the Gumbel copula proved to be the best-fitting joint distribution function for the Huaibei plain district and the Lixiahe district, respectively. The probability of the extreme compound events not happening is less than 90% in the study region. This means that the flood risk is mainly subject to the encounter of a low-level rainstorm and a low-level typhoon surge. The study shows that the northern region of Jiangsu Province is more vulnerable to the compound risk, and that we should pay more attention to the floods caused by the compound events of rainstorm and typhoon surge.",,compound flood,Regional,China,Jiangsu Coastal Areas,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,17,2,0,0,3,0,20,3,71,,2071-1050,,,,,,,,,,,,,,2018-09-12,WOS:000440947600123,,,Regional-scale
957,J,"Sadegh, Mojtaba; Moftakhari, Hamed; Gupta, Hoshin V.; Ragno, Elisa; Mazdiyasni, Omid; Sanders, Brett; Matthew, Richard; AghaKouchak, Amir",,,,"; AghaKouchak, Amir/ABH-2495-2022; Moftakhari, Hamed/K-4203-2019; Ragno, Elisa/AGU-3324-2022; Sanders, Brett/K-7153-2012; Gupta, Hoshin/D-1642-2010","Sanders, Brett/0000-0002-1592-5204; AghaKouchak, Amir/0000-0003-4689-8357; Gupta, Hoshin/0000-0001-9855-2839; Moftakhari, Hamed/0000-0003-3170-8653; Ragno, Elisa/0000-0003-1107-1384",,,,,Multihazard Scenarios for Analysis of Compound Extreme Events,,,,,,,,GEOPHYSICAL RESEARCH LETTERS,,,,45.0,11,,,5470,5480,,,,10.1029/2018GL077317,,,,,,,Article,JUN 16 2018,2018,"Compound extremes correspond to events with multiple concurrent or consecutive drivers (e.g., ocean and fluvial flooding, drought, and heat waves) leading to substantial impacts such as infrastructure failure. In many risk assessment and design applications, however, multihazard scenarios of extremes and compound events are ignored. In this paper, we review the existing multivariate design and hazard scenario concepts and introduce a novel copula-based weighted average threshold scenario for an expected event with multiple drivers. The model can be used for obtaining multihazard design and risk assessment scenarios and their corresponding likelihoods. The proposed model offers uncertainty ranges of most likely compound hazards using Bayesian inference. We show that the uncertainty ranges of design quantiles might be large and may differ significantly from one copula model to the other. We also demonstrate that the choice of marginal and copula functions may profoundly impact the multihazard design values. A robust analysis should account for these uncertainties within and between multivariate models that translate into multihazard design quantiles.",,compound flood,City,US,Washington DC,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,185,7,0,0,31,2,213,8,163,0094-8276,1944-8007,,,,,,,,,,,,,,2018-07-13,WOS:000436249900029,,,City-scale
974,J,"Couasnon, Anais; Sebastian, Antonia; Morales-Napoles, Oswaldo",,,,"; Morales Nápoles, Oswaldo/B-6941-2015; Morales-Nápoles, Oswaldo/N-3224-2019; Sebastian, Antonia/GLT-6958-2022","Couasnon, Anaïs/0000-0001-9372-841X; Morales Nápoles, Oswaldo/0000-0002-6764-4674; Sebastian, Antonia/0000-0002-4309-2561;",,,,,"A Copula-Based Bayesian Network for Modeling Compound Flood Hazard from Riverine and Coastal Interactions at the Catchment Scale: An Application to the Houston Ship Channel, Texas",,,,,,,,WATER,,,,10.0,9,,,,,1190,,,10.3390/w10091190,,,,,,,Article,SEP 2018,2018,"Traditional flood hazard analyses often rely on univariate probability distributions; however, in many coastal catchments, flooding is the result of complex hydrodynamic interactions between multiple drivers. For example, synoptic meteorological conditions can produce considerable rainfall-runoff, while also generating wind-driven elevated sea-levels. When these drivers interact in space and time, they can exacerbate flood impacts, a phenomenon known as compound flooding. In this paper, we build a Bayesian Network based on Gaussian copulas to generate the equivalent of 500 years of daily stochastic boundary conditions for a coastal watershed in Southeast Texas. In doing so, we overcome many of the limitations of conventional univariate approaches and are able to probabilistically represent compound floods caused by riverine and coastal interactions. We model the resulting water levels using a one-dimensional (1D) steady-state hydraulic model and find that flood stages in the catchment are strongly affected by backwater effects from tributary inflows and downstream water levels. By comparing our results against a bathtub modeling approach, we show that simplifying the multivariate dependence between flood drivers can lead to an underestimation of flood impacts, highlighting that accounting for multivariate dependence is critical for the accurate representation of flood risk in coastal catchments prone to compound events.","1 Bayesian+copula
It is beyond the scope of this paper to provide a complete overview of BNs. For more details on the class of BNs used in this paper, the reader is referred to Hanea et al. [52] and references therein. For our purpose, it is sufficient to say that, loosely, the BN to be used attaches: (1) either an empirical or parametric cumulative distribution function to the nodes representing random variables; (2) a non-unique assignment of (conditional) rank correlations to the arcs of the BN, and (3) a multivariate Gaussian copula that represents the dependence structure of the data and conditional independence structure dictated by the graph of the BN.",compound flood,Community,US,Buffalo Bayou catchment in Southeast Texas,Hybrid methods,Multivariate dependence modeling | Hydraulic model,copula | 1D hydraulic model,,,,,,,,,,80,3,0,0,13,0,94,1,59,,2073-4441,,,,,,,,,,,,,,2018-09-01,WOS:000448821900082,,,Community-scale
978,J,"Hao, Zengchao; Hao, Fanghua; Singh, Vijay P.; Xia, Youlong; Shi, Chunxiang; Zhang, Xuan",,,,"SINGH, VIJAY/ACV-1417-2022; Hao, Zengchao/JOK-0318-2023; Zhang, Xuan/HTM-2094-2023","zhang, xuan/0000-0003-0520-3934;",,,,,A multivariate approach for statistical assessments of compound extremes,,,,,,,,JOURNAL OF HYDROLOGY,,,,565.0,,,,87,94,,,,10.1016/j.jhydrol.2018.08.025,,,,,,,Article,OCT 2018,2018,"Global warming may affect the regime of hydroclimatic systems and induce more frequent occurrences of extremes, such as drought, heat wave and flood. Apart from the assessment of each extreme, recent decades have witnessed a surge in the study of compound extremes, i.e., the concurrence of multiple extremes. To aid the understanding of compound extremes, a variety of studies has been conducted to assess the dependence among different variables or extremes. As such, it is important to model multiple contributing variables of compound extremes to characterize the associated risk taking into account the dependence. In this study, a multivariate approach based on the meta-Gaussian model is proposed for the statistical analysis of compound extremes in the trivariate case. The application of the proposed approach is illustrated with the compound drought and hot extreme in the U.S. based on monthly precipitation, soil moisture and temperature from the North American Land Data Assimilation System (NLDAS-2). The likelihood of the occurrence of compound drought and hot extreme is assessed based on the joint distribution, which is shown to be higher in regions with significant land atmosphere interactions. The impact of precipitation and temperature on the occurrence of agricultural drought is also assessed based on the conditional distribution. Overall, results show that the proposed method provides a useful tool for statistical assessments of the compound extreme through constructing the joint and conditional distribution.",,low precipitation/soil moisture-high temperature,Regional,US,US,Data-driven methods,Multivariate dependence modeling,meta-Gaussian model,,,,,,,,,,68,7,0,0,24,0,76,8,179,0022-1694,1879-2707,,,,,,,,,,,,,,2018-10-29,WOS:000447477200008,,,Regional-scale
980,J,"Zhou, Ping; Liu, Zhiyong",,,,"Liu, Zhiyong/AFZ-2716-2022; 周, 周平/KMX-6805-2024","Liu, Zhiyong/0000-0002-6930-5879;",,,,,Likelihood of concurrent climate extremes and variations over China,,,,,,,,ENVIRONMENTAL RESEARCH LETTERS,,,,13.0,9,,,,,94023,,,10.1088/1748-9326/aade9e,,,,,,,Article,SEP 2018,2018,"Extreme climate events such as droughts and heat waves exert strong impacts on ecosystems and human well-being. Estimations of the risks of climate extremes typically focus on one variable in isolation. In this study, we present a method to examine the likelihood of concurrent extreme temperature and precipitation modes at the interannual scale, including compound cool/dry and cool/wet events during the cold season as well as compound hot/dry and hot/wet events during the warm season. A comparison of changes in the likelihood of such joint climate extremes was then conducted between the first (1961-1987) and second (1988-2014) halves of the full observed records. Our findings indicate a decrease in the occurrence probability for most concurrent modes over much of China, despite positive shifts found over southwestern and northeastern parts of China for the compound hot/dry events in the warm season. We further examined changes in likelihood related to these four compound climate extremes between the historical observed period (1961-2014) and the future period (2021-2080) based on climate model simulations with the RCP8.5 scenario. Our results show widespread increases in the occurrence probability for wintertime cool/dry and summertime hot/dry and hot/wet events over most parts of China but with different magnitudes, while much of China may experience declining likelihood of the wintertime cool/wet extremes in the future.",,extreme precipitation-extreme temperature,Regional,China,China,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,101,13,0,0,22,0,112,12,202,1748-9326,,,,,,,,,,,,,,,2018-10-01,WOS:000445122600003,,,Regional-scale
982,J,"Ye, Yanting; Fang, Weihua",,,,,,,,,,Estimation of the compound hazard severity of tropical cyclones over coastal China during 1949-2011 with copula function,,,,,,,,NATURAL HAZARDS,,,,93.0,2,,,887,903,,,,10.1007/s11069-018-3329-5,,,,,,,Article,SEP 2018,2018,"In China, the intensity of a tropical cyclone (TC) is officially classified into six scales based on the 2-min sustained winds. However, the destructive potential of a TC is determined not only by winds, but also by other hazards such as rainfall. Therefore, the integration of the effects of all the various hazards to reflect the compound severity of a TC is of great importance. In this paper, the maximum wind speed (MWS) at landfall and total precipitation volume (TP) over land in China are obtained as two representative hazards. Copulas, having the capability to construct joint probability distributions of two or more random variables with an unidentified dependence structure among the variables, are utilized to construct the dependence of TC wind and rainfall. Firstly, the cumulative probability distribution functions (CDFs) are fitted separately based on four probability models with 218 historical TC records from 1985 to 2011 over China. Three copula functions are employed to construct the joint probability using the best-fitted marginal CDFs. The best probability functions are determined according to the OLS value. Secondly, the univariate return periods of MWS and TP, and two types of joint return period ( and ) are calculated. We found that the univariate return periods are discrepant for individual hazards and neither is a proper indicator for TC compound hazard severity. The joint return period is found to be a better indicator of the compound hazard severity of TCs. Finally, the economic losses of 178 historical TCs from 1985 to 2010 are normalized by eliminating the impacts of inflation, increased assets, and population. We find that the joint return period has a better capacity for representing TC-induced loss. This study highlights the improved capacity of multi-hazard joint return period over univariate return periods for representing the compound hazard severity and damage.",,wind speed-precipitation,Regional,China,coastal China,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,24,8,0,0,2,0,31,2,64,0921-030X,1573-0840,,,,,,,,,,,,,,2018-09-07,WOS:000442506700016,,,Regional-scale
